,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Outlet_Sales
3662,FDK10,5.785,Regular,0.040440709,Snack Foods,179.166,OUT045,2002,Small,Tier 2,Supermarket Type1,2794.9293915022417
3663,DRC24,17.85,Low Fat,0.024800623,Soft Drinks,153.0998,OUT013,1987,High,Tier 3,Supermarket Type1,2512.914240337678
3664,FDW16,17.35,Regular,0.072616027,Frozen Foods,92.5804,OUT019,1985,Small,Tier 1,Grocery Store,224.51528704403984
3665,NCU06,17.6,Low Fat,0.074710165,Household,229.101,OUT018,2009,Medium,Tier 3,Supermarket Type2,3249.56136006481
3666,DRA59,8.27,Regular,0.128187372,Soft Drinks,184.3924,OUT045,2002,Small,Tier 2,Supermarket Type1,2937.5249206140747
3667,FDR24,17.35,Regular,0.110045184,Baking Goods,90.583,OUT019,1985,Small,Tier 1,Grocery Store,221.0112739858018
3668,DRL35,15.7,Low Fat,0.0,Hard Drinks,43.277,OUT018,2009,Medium,Tier 3,Supermarket Type2,599.5652592332534
3669,FDA49,19.7,Low Fat,0.064867738,Canned,86.6198,OUT013,1987,High,Tier 3,Supermarket Type1,1410.4916378494565
3670,NCC55,10.695,Low Fat,0.063763137,Household,36.5848,OUT046,1997,Small,Tier 1,Supermarket Type1,559.2174123389409
3671,DRD24,13.85,Low Fat,0.053918218,Soft Drinks,143.3154,OUT019,1985,Small,Tier 1,Grocery Store,346.3144496491696
3672,NCE55,8.92,Low Fat,0.130130499,Household,176.737,OUT049,1999,Medium,Tier 1,Supermarket Type1,2888.096961119449
3673,FDT33,7.81,Regular,0.0,Snack Foods,168.6158,OUT045,2002,Small,Tier 2,Supermarket Type1,2671.935824112399
3674,NCT53,5.4,Low Fat,0.048076217,Health and Hygiene,164.1526,OUT013,1987,High,Tier 3,Supermarket Type1,2608.2824153487386
3675,FDS26,20.35,Low Fat,0.08946922,Dairy,260.1594,OUT046,1997,Small,Tier 1,Supermarket Type1,3764.3770717840534
3676,FDL22,16.85,Low Fat,0.036538413,Snack Foods,91.4488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1301.1919777192384
3677,FDP44,16.5,Regular,0.080164468,Fruits and Vegetables,104.5332,OUT017,2007,Small,Tier 2,Supermarket Type1,1822.6412556669866
3678,FDC52,11.15,Regular,0.008313629,Dairy,149.5708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2117.1384899466093
3679,FDI53,8.895,Regular,0.230389434,Frozen Foods,160.5236,OUT010,1998,Small,Tier 3,Grocery Store,373.7467236761379
3680,FDZ23,17.75,Regular,0.0675028,Baking Goods,187.124,OUT046,1997,Small,Tier 1,Supermarket Type1,3059.79998082331
3681,NCT18,14.6,Low Fat,0.059355717,Household,182.6976,OUT013,1987,High,Tier 3,Supermarket Type1,2980.1885598225404
3682,FDR13,9.895,Regular,0.028720832,Canned,116.7492,OUT046,1997,Small,Tier 1,Supermarket Type1,1945.253244785049
3683,FDB09,16.25,Low Fat,0.096069291,Fruits and Vegetables,125.0046,OUT010,1998,Small,Tier 3,Grocery Store,300.90698739401273
3684,FDZ60,20.5,Low Fat,0.119262481,Baking Goods,108.8596,OUT013,1987,High,Tier 3,Supermarket Type1,1693.683196224001
3685,FDB11,16.0,Low Fat,0.06084803,Starchy Foods,225.7404,OUT046,1997,Small,Tier 1,Supermarket Type1,3673.452138332432
3686,FDC10,9.8,Regular,0.073174546,Snack Foods,119.8098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1697.4570283223038
3687,FDW56,7.68,Low Fat,0.070886876,Fruits and Vegetables,193.9162,OUT035,2004,Small,Tier 2,Supermarket Type1,3376.962421483756
3688,FDK14,6.98,Low Fat,0.0,Canned,83.8934,OUT027,1985,Medium,Tier 3,Supermarket Type3,2301.772851055525
3689,DRE27,11.85,Low Fat,0.132028116,Dairy,96.0726,OUT027,1985,Medium,Tier 3,Supermarket Type3,2514.652536694575
3690,FDA38,5.44,Low Fat,0.025624044,Dairy,240.7538,OUT017,2007,Small,Tier 2,Supermarket Type1,4015.943476699551
3691,FDT11,5.94,Regular,0.029431935,Breads,188.7556,OUT045,2002,Small,Tier 2,Supermarket Type1,3014.568627590726
3692,FDP15,15.2,Low Fat,0.083926694,Meat,257.133,OUT035,2004,Small,Tier 2,Supermarket Type1,4326.157807257572
3693,FDV27,7.97,Regular,0.039982468,Meat,87.6514,OUT035,2004,Small,Tier 2,Supermarket Type1,1510.2732457800857
3694,FDS36,8.38,Regular,0.046660286,Baking Goods,108.957,OUT027,1985,Medium,Tier 3,Supermarket Type3,2927.985384551319
3695,FDY40,15.5,Regular,0.085419332,Frozen Foods,48.0692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1248.2489828411285
3696,NCF19,13.0,Low Fat,0.035163317,Household,50.2034,OUT049,1999,Medium,Tier 1,Supermarket Type1,803.3869826829106
3697,FDF53,20.75,Regular,0.083776121,Frozen Foods,182.2318,OUT045,2002,Small,Tier 2,Supermarket Type1,2718.7237013994527
3698,FDS14,7.285,Low Fat,0.04972193,Dairy,156.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,4023.4007502826357
3699,FDE56,17.25,Regular,0.159195426,Fruits and Vegetables,63.8194,OUT046,1997,Small,Tier 1,Supermarket Type1,1005.2009104640239
3700,FDZ19,6.425,Low Fat,0.093437228,Fruits and Vegetables,177.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,3040.523740219294
3701,FDZ46,7.485,Low Fat,0.069066197,Snack Foods,112.1228,OUT013,1987,High,Tier 3,Supermarket Type1,1807.3293632215853
3702,FDR16,5.845,Regular,0.105018002,Frozen Foods,212.8218,OUT046,1997,Small,Tier 1,Supermarket Type1,3438.01665704774
3703,FDG29,17.6,Low Fat,0.056521229,Frozen Foods,42.1454,OUT018,2009,Medium,Tier 3,Supermarket Type2,573.9170873602112
3704,NCE30,16.0,Low Fat,0.09969679,Household,214.3902,OUT017,2007,Small,Tier 2,Supermarket Type1,3687.34126544669
3705,FDZ40,8.935,Low Fat,0.040182749,Frozen Foods,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,809.443418929997
3706,FDG58,10.695,Regular,0.087134714,Snack Foods,155.4972,OUT018,2009,Medium,Tier 3,Supermarket Type2,2187.9655273717117
3707,DRH03,17.25,Low Fat,0.035035139,Dairy,94.912,OUT013,1987,High,Tier 3,Supermarket Type1,1544.5196015309996
3708,FDZ47,20.7,Regular,0.079457285,Baking Goods,99.3042,OUT045,2002,Small,Tier 2,Supermarket Type1,1489.7624898320285
3709,FDV04,7.825,Regular,0.150626333,Frozen Foods,157.6288,OUT018,2009,Medium,Tier 3,Supermarket Type2,2187.1635244067343
3710,FDZ10,17.85,Low Fat,0.044644617,Snack Foods,126.202,OUT018,2009,Medium,Tier 3,Supermarket Type2,1770.1745375477408
3711,FDG46,8.63,Regular,0.033095808,Snack Foods,113.2518,OUT017,2007,Small,Tier 2,Supermarket Type1,1933.9755470385926
3712,NCF07,9.0,Low Fat,0.032087477,Household,99.4016,OUT045,2002,Small,Tier 2,Supermarket Type1,1529.7337964633307
3713,FDY44,14.15,Regular,0.024399944,Fruits and Vegetables,194.711,OUT035,2004,Small,Tier 2,Supermarket Type1,3518.021333629739
3714,FDB21,7.475,Low Fat,0.148397009,Fruits and Vegetables,242.4854,OUT013,1987,High,Tier 3,Supermarket Type1,3944.3779003620825
3715,FDS20,8.85,Low Fat,0.053856727,Fruits and Vegetables,182.4292,OUT035,2004,Small,Tier 2,Supermarket Type1,3165.3024587621353
3716,FDS49,9.0,Low Fat,0.07946888,Canned,79.6644,OUT049,1999,Medium,Tier 1,Supermarket Type1,1356.0280260335676
3717,FDX55,15.1,Low Fat,0.054938563,Fruits and Vegetables,219.5166,OUT027,1985,Medium,Tier 3,Supermarket Type3,6073.286638167953
3718,NCQ02,12.6,Low Fat,0.007486838,Household,186.7556,OUT018,2009,Medium,Tier 3,Supermarket Type2,2669.71387968435
3719,FDR25,17.0,Regular,0.139405824,Canned,264.6884,OUT013,1987,High,Tier 3,Supermarket Type1,4284.978008662803
3720,DRG39,14.15,Low Fat,0.042266539,Dairy,53.9982,OUT045,2002,Small,Tier 2,Supermarket Type1,812.8606065088283
3721,FDB46,10.5,Regular,0.093763866,Snack Foods,213.3244,OUT046,1997,Small,Tier 1,Supermarket Type1,3501.592794748993
3722,NCC30,16.6,Low Fat,0.027691544,Household,179.2344,OUT018,2009,Medium,Tier 3,Supermarket Type2,2535.5065785514344
3723,FDE58,18.5,Low Fat,0.052058877,Snack Foods,119.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,2028.3399555676483
3724,FDC05,13.1,Regular,0.172959058,Frozen Foods,198.6768,OUT019,1985,Small,Tier 1,Grocery Store,483.90576748806416
3725,FDY15,18.25,Regular,0.170828047,Dairy,157.163,OUT046,1997,Small,Tier 1,Supermarket Type1,2425.644912922454
3726,FDG14,9.0,Regular,0.050500713,Canned,149.8024,OUT046,1997,Small,Tier 1,Supermarket Type1,2452.175124706339
3727,FDL08,10.8,Low Fat,0.0,Fruits and Vegetables,243.4144,OUT049,1999,Medium,Tier 1,Supermarket Type1,4195.492498062037
3728,FDQ47,7.155,Regular,0.168046416,Breads,33.8874,OUT013,1987,High,Tier 3,Supermarket Type1,543.4116865036161
3729,FDN12,15.6,Low Fat,0.081088593,Baking Goods,110.0544,OUT035,2004,Small,Tier 2,Supermarket Type1,1916.350990318886
3730,FDW10,21.2,Low Fat,0.070617466,Snack Foods,178.237,OUT013,1987,High,Tier 3,Supermarket Type1,2701.24056285445
3731,FDD02,16.6,Low Fat,0.050281492,Canned,117.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,2099.329122640457
3732,FDX35,5.035,Regular,0.133753866,Breads,229.4036,OUT010,1998,Small,Tier 3,Grocery Store,555.3471053058956
3733,FDT35,19.85,Regular,0.081455379,Breads,169.5816,OUT046,1997,Small,Tier 1,Supermarket Type1,2655.5100077956467
3735,FDB11,16.0,Low Fat,0.101847127,Starchy Foods,225.7404,OUT010,1998,Small,Tier 3,Grocery Store,548.2714957334567
3736,FDN20,19.35,Low Fat,0.026234991,Fruits and Vegetables,168.4474,OUT045,2002,Small,Tier 2,Supermarket Type1,2597.643671906822
3737,FDB59,18.25,Low Fat,0.01527601,Snack Foods,199.4084,OUT035,2004,Small,Tier 2,Supermarket Type1,3495.623565126734
3738,FDJ58,15.6,Regular,0.105509616,Snack Foods,172.8764,OUT045,2002,Small,Tier 2,Supermarket Type1,2740.301852881672
3739,FDU60,20.0,Regular,0.059901045,Baking Goods,168.8132,OUT046,1997,Small,Tier 1,Supermarket Type1,2623.6037255278675
3740,FDS03,7.825,Low Fat,0.079752411,Meat,66.2826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1073.0478289659086
3741,FDU40,20.85,Low Fat,0.065489529,Frozen Foods,193.3478,OUT019,1985,Small,Tier 1,Grocery Store,440.76636224944207
3742,DRH15,8.775,Low Fat,0.110082155,Dairy,45.7428,OUT049,1999,Medium,Tier 1,Supermarket Type1,722.6289778808402
3743,FDD04,16.0,Low Fat,0.089535602,Dairy,143.8154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3752.4453106784595
3744,FDQ01,19.7,Regular,0.160701642,Canned,253.5014,OUT046,1997,Small,Tier 1,Supermarket Type1,3973.2329562355226
3745,FDF28,15.7,Regular,0.037857561,Frozen Foods,124.8046,OUT035,2004,Small,Tier 2,Supermarket Type1,2178.616065312742
3746,FDD22,10.0,Low Fat,0.166793159,Snack Foods,112.6544,OUT010,1998,Small,Tier 3,Grocery Store,263.39862002457886
3747,FDY19,19.75,Low Fat,0.041364935,Fruits and Vegetables,117.7466,OUT046,1997,Small,Tier 1,Supermarket Type1,1834.8027876820174
3748,FDN33,6.305,Regular,0.123092484,Snack Foods,92.9436,OUT035,2004,Small,Tier 2,Supermarket Type1,1583.1710903250832
3749,FDV36,18.7,Low Fat,0.026297031,Baking Goods,126.202,OUT035,2004,Small,Tier 2,Supermarket Type1,2154.615161805041
3750,FDW01,14.5,Low Fat,0.107224173,Canned,152.4682,OUT010,1998,Small,Tier 3,Grocery Store,372.71024957383906
3751,FDJ28,12.3,Low Fat,0.021894973,Frozen Foods,192.4162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3289.610007564795
3752,FDB17,13.15,Low Fat,0.036665173,Frozen Foods,179.1976,OUT035,2004,Small,Tier 2,Supermarket Type1,3106.1808215200435
3753,FDM40,10.195,Low Fat,0.160185608,Frozen Foods,140.8154,OUT049,1999,Medium,Tier 1,Supermarket Type1,2291.5124121040462
3754,FDV46,18.2,Low Fat,0.0,Snack Foods,139.918,OUT045,2002,Small,Tier 2,Supermarket Type1,2183.2474021020457
3755,FDQ44,20.5,Low Fat,0.036196486,Fruits and Vegetables,119.5756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1919.562023942543
3756,NCD42,16.5,Low Fat,0.012637846,Health and Hygiene,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,587.6761207042333
3757,DRH37,17.6,Low Fat,0.041616357,Soft Drinks,163.8526,OUT046,1997,Small,Tier 1,Supermarket Type1,2631.2785373132783
3758,FDR10,17.6,Low Fat,0.010080792,Snack Foods,163.5552,OUT018,2009,Medium,Tier 3,Supermarket Type2,2320.237084860741
3759,NCD06,13.0,Low Fat,0.098844291,Household,46.306,OUT027,1985,Medium,Tier 3,Supermarket Type3,1167.317378285225
3760,FDI53,8.895,Regular,0.137644954,Frozen Foods,161.2236,OUT046,1997,Small,Tier 1,Supermarket Type1,2541.6891915643128
3761,FDG16,15.25,Low Fat,0.089799825,Frozen Foods,216.4192,OUT035,2004,Small,Tier 2,Supermarket Type1,3823.5530130207912
3762,DRB25,12.3,Low Fat,0.069459722,Soft Drinks,107.1938,OUT046,1997,Small,Tier 1,Supermarket Type1,1733.5722737684541
3763,FDY09,15.6,Low Fat,0.025200149,Snack Foods,175.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,2831.417393208263
3764,FDX48,17.75,Regular,0.037964731,Baking Goods,153.0656,OUT045,2002,Small,Tier 2,Supermarket Type1,2409.6089540632242
3765,FDC03,8.575,Regular,0.120256303,Dairy,196.2794,OUT010,1998,Small,Tier 3,Grocery Store,471.0903998562185
3766,FDT47,5.26,Regular,0.024504201,Breads,95.9068,OUT035,2004,Small,Tier 2,Supermarket Type1,1664.423114366106
3767,FDW44,9.5,Regular,0.034980994,Fruits and Vegetables,170.7448,OUT027,1985,Medium,Tier 3,Supermarket Type3,4612.392878175585
3768,FDT24,12.35,Regular,0.186910605,Baking Goods,75.6328,OUT017,2007,Small,Tier 2,Supermarket Type1,1263.8169206726989
3769,FDT12,6.215,Regular,0.0,Baking Goods,227.5062,OUT019,1985,Small,Tier 1,Grocery Store,568.8960532298023
3770,NCS38,8.6,Low Fat,0.090174377,Household,113.4176,OUT035,2004,Small,Tier 2,Supermarket Type1,1901.7335740685235
3771,FDO39,6.985,Regular,0.137340909,Meat,182.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,3141.498453089997
3772,FDA13,15.85,Low Fat,0.078554948,Canned,38.7506,OUT046,1997,Small,Tier 1,Supermarket Type1,623.1978436557868
3773,FDO48,15.0,Regular,0.026835691,Baking Goods,220.9456,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.872021338206
3774,DRJ01,6.135,Low Fat,0.115683076,Soft Drinks,159.2236,OUT017,2007,Small,Tier 2,Supermarket Type1,2656.1996451963287
3775,FDD53,16.2,Low Fat,0.04440264,Frozen Foods,39.9454,OUT018,2009,Medium,Tier 3,Supermarket Type2,550.6864718154047
3776,NCT05,10.895,Low Fat,0.020984423,Health and Hygiene,255.9672,OUT049,1999,Medium,Tier 1,Supermarket Type1,4202.590554017125
3777,FDQ51,16.0,Regular,0.0,Meat,45.3718,OUT045,2002,Small,Tier 2,Supermarket Type1,708.4642418753853
3778,FDU60,20.0,Regular,0.059851197,Baking Goods,167.3132,OUT013,1987,High,Tier 3,Supermarket Type1,2661.583893531063
3779,FDC59,16.7,Regular,0.054628903,Starchy Foods,62.5168,OUT046,1997,Small,Tier 1,Supermarket Type1,979.7408847455276
3780,FDP36,10.395,Regular,0.091155163,Baking Goods,52.2008,OUT035,2004,Small,Tier 2,Supermarket Type1,876.5450018023968
3781,NCM19,12.65,Low Fat,0.047504439,Others,111.4202,OUT017,2007,Small,Tier 2,Supermarket Type1,1901.0333825849457
3782,FDL16,12.85,Low Fat,0.168421008,Frozen Foods,44.606,OUT035,2004,Small,Tier 2,Supermarket Type1,728.2577657201455
3783,FDE50,19.7,Regular,0.016271661,Canned,188.1556,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.9327955685685
3784,NCR18,15.85,Low Fat,0.020470576,Household,44.5112,OUT013,1987,High,Tier 3,Supermarket Type1,701.3172577469733
3785,NCD30,19.7,Low Fat,0.026844186,Household,97.6726,OUT035,2004,Small,Tier 2,Supermarket Type1,1613.3077674712747
3786,FDH31,12.0,Regular,0.02039417,Meat,100.1042,OUT013,1987,High,Tier 3,Supermarket Type1,1671.941367687201
3787,FDD56,15.2,Regular,0.181702355,Fruits and Vegetables,173.4054,OUT019,1985,Small,Tier 1,Grocery Store,419.63410319482404
3788,FDC47,15.0,Low Fat,0.119075479,Snack Foods,229.7694,OUT049,1999,Medium,Tier 1,Supermarket Type1,3932.7482975273524
3789,FDZ21,17.6,Regular,0.039301403,Snack Foods,94.741,OUT045,2002,Small,Tier 2,Supermarket Type1,1500.104261668441
3790,FDM01,7.895,Regular,0.094714208,Breakfast,102.5332,OUT049,1999,Medium,Tier 1,Supermarket Type1,1753.6717143411815
3791,FDF24,15.5,Regular,0.025349355,Baking Goods,82.8934,OUT013,1987,High,Tier 3,Supermarket Type1,1391.5425292808166
3792,FDW23,5.765,Low Fat,0.082476188,Baking Goods,38.8164,OUT017,2007,Small,Tier 2,Supermarket Type1,630.2614431973365
3793,FDY52,6.365,Low Fat,0.00737822,Frozen Foods,61.3536,OUT018,2009,Medium,Tier 3,Supermarket Type2,841.0550227275065
3794,DRH37,17.6,Low Fat,0.041414828,Soft Drinks,163.3526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4366.211667388652
3795,DRO47,10.195,Low Fat,0.111681212,Hard Drinks,113.486,OUT027,1985,Medium,Tier 3,Supermarket Type3,2963.1563204336558
3796,FDR25,17.0,Regular,0.13973885,Canned,266.4884,OUT049,1999,Medium,Tier 1,Supermarket Type1,4392.018394779919
3797,FDQ24,15.7,Low Fat,0.073309965,Baking Goods,250.9724,OUT027,1985,Medium,Tier 3,Supermarket Type3,6671.211821358447
3798,DRJ51,14.1,Low Fat,0.088352351,Dairy,230.7668,OUT018,2009,Medium,Tier 3,Supermarket Type2,3302.943466597176
3799,NCU06,17.6,Low Fat,0.074392992,Household,230.101,OUT035,2004,Small,Tier 2,Supermarket Type1,3963.342398850341
3800,NCV18,6.775,Low Fat,0.105674592,Household,81.825,OUT018,2009,Medium,Tier 3,Supermarket Type2,1115.0508311651708
3801,NCC06,19.0,Low Fat,0.026855684,Household,127.5336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3274.3908841519624
3802,FDZ01,8.975,Regular,0.009095747,Canned,104.399,OUT018,2009,Medium,Tier 3,Supermarket Type2,1555.7705201786068
3803,FDT14,10.695,Regular,0.128449579,Dairy,120.344,OUT017,2007,Small,Tier 2,Supermarket Type1,2023.7777464373344
3804,FDD11,12.85,Low Fat,0.053605948,Starchy Foods,252.404,OUT019,1985,Small,Tier 1,Grocery Store,594.0777062670045
3805,FDN09,14.15,Low Fat,0.035071955,Snack Foods,243.8828,OUT017,2007,Small,Tier 2,Supermarket Type1,4182.171338832223
3806,NCO18,13.15,Low Fat,0.04126117,Household,177.7686,OUT010,1998,Small,Tier 3,Grocery Store,421.1978847799811
3807,FDZ50,12.8,Regular,0.0792367,Dairy,183.6608,OUT045,2002,Small,Tier 2,Supermarket Type1,2896.679207505254
3808,FDS44,12.65,Regular,0.155914104,Fruits and Vegetables,239.5538,OUT013,1987,High,Tier 3,Supermarket Type1,4004.277672176334
3809,FDI36,12.5,Regular,0.062469866,Baking Goods,197.7426,OUT045,2002,Small,Tier 2,Supermarket Type1,3205.5323245360464
3810,FDA26,7.855,Regular,0.123727659,Dairy,218.3482,OUT010,1998,Small,Tier 3,Grocery Store,526.5232222804182
3811,NCY53,20.0,Low Fat,0.058572263,Health and Hygiene,112.6544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1809.7667879085182
3812,FDF32,16.35,Low Fat,0.068186803,Fruits and Vegetables,199.3426,OUT049,1999,Medium,Tier 1,Supermarket Type1,3452.153278911196
3813,FDF59,12.5,Low Fat,0.119247864,Starchy Foods,126.302,OUT010,1998,Small,Tier 3,Grocery Store,296.57263408477655
3814,FDB20,7.72,Low Fat,0.051980667,Fruits and Vegetables,76.1986,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.872232037703
3815,DRH11,5.98,Low Fat,0.075543678,Hard Drinks,57.1614,OUT035,2004,Small,Tier 2,Supermarket Type1,924.5681686476396
3816,FDT03,21.25,Low Fat,0.010014308,Meat,185.7608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2941.0784725698118
3817,NCH06,12.3,Low Fat,0.076539909,Household,245.246,OUT035,2004,Small,Tier 2,Supermarket Type1,4152.923330390758
3818,FDR55,12.15,Regular,0.132288896,Fruits and Vegetables,187.8872,OUT049,1999,Medium,Tier 1,Supermarket Type1,3236.027890874158
3819,FDI10,8.51,Regular,0.078389501,Snack Foods,171.7422,OUT035,2004,Small,Tier 2,Supermarket Type1,2948.2138954153183
3820,FDZ12,9.17,Low Fat,0.103187661,Baking Goods,141.247,OUT045,2002,Small,Tier 2,Supermarket Type1,2177.25400466679
3821,FDM12,16.7,Regular,0.070025696,Baking Goods,187.8214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3249.1286273006644
3822,DRB25,12.3,Low Fat,0.069600588,Soft Drinks,107.4938,OUT045,2002,Small,Tier 2,Supermarket Type1,1703.398416312844
3823,NCS41,12.85,Low Fat,0.053399539,Health and Hygiene,182.7608,OUT013,1987,High,Tier 3,Supermarket Type1,3009.3927718303526
3824,NCT53,5.4,Low Fat,0.048191066,Health and Hygiene,162.8526,OUT049,1999,Medium,Tier 1,Supermarket Type1,2649.818692237218
3825,NCD55,14.0,Low Fat,0.024310931,Household,39.9454,OUT013,1987,High,Tier 3,Supermarket Type1,630.5559196415841
3826,FDY08,9.395,Regular,0.171341198,Fruits and Vegetables,141.3838,OUT049,1999,Medium,Tier 1,Supermarket Type1,2340.327751274732
3827,NCP55,14.65,Low Fat,0.011207422,Others,54.4614,OUT049,1999,Medium,Tier 1,Supermarket Type1,899.8858346866332
3828,FDA33,6.48,Low Fat,0.033871687,Snack Foods,147.9076,OUT013,1987,High,Tier 3,Supermarket Type1,2357.482644246981
3829,FDQ33,13.35,Low Fat,0.091131261,Snack Foods,148.6708,OUT013,1987,High,Tier 3,Supermarket Type1,2400.638793634297
3830,FDE45,12.1,Low Fat,0.040161883,Fruits and Vegetables,179.6002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4850.953446017747
3831,FDT26,18.85,Regular,0.067896957,Dairy,120.944,OUT013,1987,High,Tier 3,Supermarket Type1,1938.8473025392934
3832,NCV53,8.27,Low Fat,0.018842851,Health and Hygiene,238.988,OUT049,1999,Medium,Tier 1,Supermarket Type1,4035.19389988414
3833,FDK60,16.5,Regular,0.093409739,Baking Goods,97.6068,OUT027,1985,Medium,Tier 3,Supermarket Type3,2652.565879839017
3834,NCJ29,10.6,Low Fat,0.035192926,Health and Hygiene,83.4224,OUT046,1997,Small,Tier 1,Supermarket Type1,1322.8114793956245
3835,FDI15,13.8,Low Fat,0.141639229,Dairy,265.0884,OUT045,2002,Small,Tier 2,Supermarket Type1,3884.091394141589
3836,FDX21,7.05,Low Fat,0.084895314,Snack Foods,110.5912,OUT013,1987,High,Tier 3,Supermarket Type1,1779.2947529885143
3837,FDV49,10.0,Low Fat,0.045220091,Canned,263.4226,OUT019,1985,Small,Tier 1,Grocery Store,622.0493008476404
3838,DRO59,11.8,Low Fat,0.054154252,Hard Drinks,76.9012,OUT046,1997,Small,Tier 1,Supermarket Type1,1202.0979437633418
3839,FDZ14,7.71,Regular,0.047685207,Dairy,122.4756,OUT045,2002,Small,Tier 2,Supermarket Type1,1891.1767985100955
3840,FDP32,6.65,Low Fat,0.087244942,Fruits and Vegetables,126.0678,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.662081438678
3841,FDC33,8.96,Regular,0.069328283,Fruits and Vegetables,198.6768,OUT017,2007,Small,Tier 2,Supermarket Type1,3479.1629739601976
